fault_bus,fault_type,fault_R_ohm,Va_mag_pu,Va_ang_deg,Vb_mag_pu,Vb_ang_deg,Vc_mag_pu,Vc_ang_deg,Ia_mag_A,Ia_ang_deg,Ib_mag_A,Ib_ang_deg,Ic_mag_A,Ic_ang_deg
318412,SLG,0,0.452138,-80.9538,1.403531,-131.1529,1.008863,101.5385,8.5108,-108.37,25.2141,-158.866,16.2305,74.2405
318412,SLG,10,1.233757,-20.1351,1.233032,-139.7525,1.227089,99.8352,21.1289,-47.6755,22.1512,-167.4657,18.0375,72.4303
318412,SLG,20,1.233661,-20.1137,1.233108,-139.756,1.227114,99.84,21.1273,-47.6541,22.1525,-167.4691,18.0378,72.4351
318412,SLG,30,1.233629,-20.1066,1.233134,-139.7571,1.227123,99.8416,21.1267,-47.647,22.153,-167.4703,18.038,72.4367
318412,SLG,40,1.233614,-20.103,1.233146,-139.7577,1.227127,99.8424,21.1264,-47.6434,22.1532,-167.4709,18.038,72.4375
318412,LL,0,0.393494,-110.1082,0.282109,-158.0161,1.114364,107.5537,7.407,-137.5242,5.569,174.4124,16.3805,80.1488
318412,LL,10,1.233704,-20.1447,1.233223,-139.7955,1.226935,99.8422,21.128,-47.6852,22.1546,-167.5086,18.0352,72.4373
318412,LL,20,1.233635,-20.1185,1.233204,-139.7775,1.227037,99.8435,21.1268,-47.6589,22.1543,-167.4906,18.0367,72.4386
318412,LL,30,1.233612,-20.1098,1.233197,-139.7715,1.227071,99.8439,21.1264,-47.6502,22.1541,-167.4846,18.0372,72.439
318412,LL,40,1.233601,-20.1054,1.233194,-139.7684,1.227088,99.8441,21.1262,-47.6458,22.1541,-167.4816,18.0374,72.4392
318412,3LG,0,0.17036,-94.379,0.170187,145.8287,0.16979,25.4131,3.2068,-121.7955,3.3596,118.2571,2.7438,-1.8797
318412,3LG,10,1.233552,-20.1379,1.233171,-139.805,1.227126,99.7992,21.1254,-47.6783,22.1537,-167.5182,18.038,72.3943
318412,3LG,20,1.233559,-20.1151,1.233178,-139.7822,1.227133,99.822,21.1255,-47.6555,22.1538,-167.4954,18.0381,72.4171
318412,3LG,30,1.233561,-20.1075,1.23318,-139.7746,1.227135,99.8296,21.1256,-47.6479,22.1538,-167.4878,18.0381,72.4247
318412,3LG,40,1.233562,-20.1037,1.233181,-139.7708,1.227136,99.8334,21.1256,-47.6441,22.1538,-167.484,18.0382,72.4285
243937,SLG,0,0.660448,-96.5822,1.888071,-157.2155,1.628752,127.1029,15.0888,-123.788,33.9186,175.0711,23.9417,99.6974
243937,SLG,10,1.227702,-20.427,1.238463,-139.8519,1.226219,100.1039,21.0252,-47.9675,22.2487,-167.5651,18.0247,72.699
243937,SLG,20,1.230625,-20.26,1.235833,-139.8057,1.226671,99.9747,21.0753,-47.8004,22.2015,-167.5189,18.0313,72.5698
243937,SLG,30,1.231603,-20.2042,1.234952,-139.7903,1.226825,99.9315,21.092,-47.7446,22.1857,-167.5035,18.0336,72.5266
243937,SLG,40,1.232093,-20.1762,1.234511,-139.7826,1.226903,99.9098,21.1004,-47.7166,22.1777,-167.4958,18.0347,72.5049
243937,LL,0,0.33686,-129.6767,0.335273,-142.1936,1.648625,104.0018,6.3409,-157.0924,6.6185,-169.7645,24.2338,76.5969
243937,LL,10,1.22678,-20.1697,1.232551,-140.1848,1.231459,100.0112,21.0094,-47.7102,22.1425,-167.898,18.1017,72.6063
243937,LL,20,1.230154,-20.131,1.23287,-139.9731,1.229308,99.9287,21.0672,-47.6714,22.1483,-167.6862,18.0701,72.5238
243937,LL,30,1.231287,-20.1181,1.232976,-139.9021,1.228587,99.9009,21.0866,-47.6585,22.1502,-167.6152,18.0595,72.496
243937,LL,40,1.231855,-20.1116,1.233028,-139.8665,1.228226,99.887,21.0963,-47.652,22.1511,-167.5796,18.0542,72.4821
243937,3LG,0,0.042143,-77.878,0.042102,162.3155,0.042008,41.9191,0.7933,-105.2944,0.8311,134.7439,0.6788,14.6262
243937,3LG,10,1.232008,-20.2605,1.231628,-139.9281,1.225597,99.6764,21.099,-47.8009,22.126,-167.6412,18.0155,72.2715
243937,3LG,20,1.232788,-20.1765,1.232407,-139.8438,1.226369,99.7606,21.1123,-47.7169,22.1399,-167.5569,18.0269,72.3557
243937,3LG,30,1.233047,-20.1484,1.232667,-139.8157,1.226626,99.7886,21.1168,-47.6888,22.1446,-167.5288,18.0307,72.3837
243937,3LG,40,1.233177,-20.1344,1.232796,-139.8016,1.226755,99.8027,21.119,-47.6748,22.1469,-167.5148,18.0325,72.3978
