SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 4
ClickOn
SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 1, 0
Xlabel, "X"
Ylabel, "Y"
TxtAlign, 1
KeyClass, 1
ChartCaption, "ckt7:Power, max=2E003 "
Line, "Line.150394", "157345.1.2.3", "157346.1.2.3", 0, 6,  0, 3, 7.1995579, 0.32628323, 823792, 275277, 823796, 275252, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.157109", "165442.1.2.3", "298160.1.2.3", 192, 6,  0, 861, 7.1995579, 0.28334307, 823844, 275161, 823712, 274453, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.157115", "165448.1.2.3", "275354.1.2.3", 384, 6,  0, 860, 7.1995579, 0.70297669, 823722, 273759, 823866, 272744, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.157116", "165449.1.2.3", "165450.1.2.3", 576, 6,  0, 0, 7.1995579, 1.053478, 823859, 272662, 823755, 272593, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.157118", "165453.1.2.3", "165454.1.2.3", 768, 6,  0, 189, 7.1995579, 1.1752984, 823733, 272414, 823657, 272424, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.157119", "165449.1.2.3", "165451.1.2.3", 960, 6,  0, 859, 7.1995579, 1.053478, 823859, 272662, 823831, 272381, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.157120", "165454.1.2.3", "238402.1.2.3", 1152, 6,  0, 180, 7.1995579, 1.1986585, 823657, 272424, 823630, 272468, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.157121", "165455.1.2.3", "165456.1.2.3", 1344, 6,  0, 3, 7.1995579, 1.3809192, 823096, 272532, 823122, 272506, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.157122", "165452.1.2.3", "283563.1.2.3", 1536, 6,  0, 171, 7.1995579, 1.2892289, 823385, 272483, 823224, 272498, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.157123", "165455.1.2.3", "165457.1.2.3", 1728, 6,  0, 3, 7.1995579, 1.3809192, 823096, 272532, 823045, 272580, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.157124", "165458.1.2.3", "165459.1.2.3", 1920, 6,  0, 12, 7.1995579, 1.1905085, 823978, 272369, 823953, 272371, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.157126", "165458.1.2.3", "165460.1.2.3", 2112, 6,  0, 12, 7.1995579, 1.1905085, 823978, 272369, 824029, 272364, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.157127", "165460.1.2.3", "165461.1.2.3", 2304, 6,  0, 9, 7.1995579, 1.2061286, 824029, 272364, 824672, 272543, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.157128", "165461.1.2.3", "165463.1.2.3", 2496, 6,  0, 9, 7.1995579, 1.4701896, 824672, 272543, 824649, 272273, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.157129", "165463.1.2.3", "165462.1.2.3", 2688, 6,  0, 3, 7.1995579, 1.5527799, 824649, 272273, 824575, 271997, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.157130", "165465.1.2.3", "165463.1.2.3", 2880, 6,  0, 6, 7.1995579, 1.5701599, 824592, 272274, 824649, 272273, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.157131", "165461.1.2.3", "165466.1.2.3", 3072, 6,  0, 0, 7.1995579, 1.4701896, 824672, 272543, 825231, 272454, 16711680, 1, 0, 0, 0, 0, 16, 1
