fault_bus,fault_type,fault_R_ohm,Va_mag_pu,Va_ang_deg,Vb_mag_pu,Vb_ang_deg,Vc_mag_pu,Vc_ang_deg,Ia_mag_A,Ia_ang_deg,Ib_mag_A,Ib_ang_deg,Ic_mag_A,Ic_ang_deg
318412,SLG,0,0.491992,-78.7699,1.444594,-129.618,1.010656,101.8598,0.0,11.2279,0.0,-39.6372,0.0,-168.1381
318412,SLG,10,1.261991,-19.4115,1.260347,-139.0335,1.254473,100.5201,0.0,70.5787,0.0,-49.0273,0.0,-169.463
318412,SLG,20,1.261886,-19.3903,1.260432,-139.0372,1.2545,100.5253,0.0,70.6176,0.0,-49.048,0.0,-169.4995
318412,SLG,30,1.261851,-19.3832,1.26046,-139.0385,1.254509,100.5271,0.0,70.6199,0.0,-49.0639,0.0,-169.4639
318412,SLG,40,1.261833,-19.3797,1.260474,-139.0391,1.254514,100.5279,0.0,70.6351,0.0,-49.0398,0.0,-169.4613
318412,LL,0,0.427152,-108.9506,0.306182,-154.2013,1.126395,108.8517,0.0,-18.9405,0.0,-64.2364,0.0,-161.1498
318412,LL,10,1.261935,-19.422,1.260558,-139.0762,1.254302,100.5276,0.0,70.6129,0.0,-49.0802,0.0,-169.4613
318412,LL,20,1.261858,-19.3955,1.260537,-139.0586,1.254415,100.5291,0.0,70.6323,0.0,-49.0611,0.0,-169.4434
318412,LL,30,1.261832,-19.3867,1.26053,-139.0527,1.254452,100.5296,0.0,70.6388,0.0,-49.0671,0.0,-169.4808
318412,LL,40,1.261819,-19.3823,1.260526,-139.0498,1.254471,100.5298,0.0,70.6029,0.0,-49.0446,0.0,-169.4639
318412,3LG,0,0.176661,-93.0975,0.176341,147.0844,0.176014,26.6412,0.0,-3.1123,0.0,-122.9335,0.0,116.6484
318412,3LG,10,1.261766,-19.4147,1.260502,-139.0866,1.254514,100.4849,0.0,70.5901,0.0,-49.0904,0.0,-169.5387
318412,3LG,20,1.261773,-19.3919,1.260509,-139.0637,1.254521,100.5077,0.0,70.6126,0.0,-49.0643,0.0,-169.4834
318412,3LG,30,1.261776,-19.3843,1.260511,-139.0561,1.254523,100.5153,0.0,70.6301,0.0,-49.0642,0.0,-169.4995
318412,3LG,40,1.261777,-19.3805,1.260512,-139.0523,1.254524,100.5191,0.0,70.6368,0.0,-49.0683,0.0,-169.4995
243937,SLG,0,0.727666,-96.2243,1.959953,-155.3824,1.63578,129.0892,0.0,-6.2289,0.0,-65.4053,0.0,-140.9189
243937,SLG,10,1.25595,-19.7176,1.266097,-139.1201,1.253236,100.7901,0.0,70.2812,0.0,-49.1165,0.0,-169.2175
243937,SLG,20,1.258856,-19.5437,1.263316,-139.0806,1.253873,100.6606,0.0,70.4714,0.0,-49.0756,0.0,-169.3234
243937,SLG,30,1.259828,-19.4855,1.262385,-139.0674,1.254089,100.6173,0.0,70.5202,0.0,-49.0722,0.0,-169.3608
243937,SLG,40,1.260316,-19.4564,1.261919,-139.0608,1.254198,100.5957,0.0,70.545,0.0,-49.0759,0.0,-169.4212
243937,LL,0,0.376351,-128.5962,0.374298,-140.2168,1.673107,105.4332,0.0,-38.5744,0.0,-50.2016,0.0,-164.5413
243937,LL,10,1.254659,-19.4599,1.260213,-139.4669,1.258777,100.7109,0.0,70.5274,0.0,-49.4673,0.0,-169.2901
243937,LL,20,1.2582,-19.4144,1.260368,-139.2548,1.25666,100.6215,0.0,70.5923,0.0,-49.2542,0.0,-169.4013
243937,LL,30,1.259389,-19.3993,1.260418,-139.1838,1.255951,100.5913,0.0,70.6161,0.0,-49.2102,0.0,-169.413
243937,LL,40,1.259985,-19.3917,1.260443,-139.1481,1.255596,100.5762,0.0,70.6186,0.0,-49.1571,0.0,-169.4317
243937,3LG,0,0.043701,-76.5976,0.043624,163.5708,0.043547,43.1472,0.0,13.4214,0.0,-106.4242,0.0,133.1653
243937,3LG,10,1.260187,-19.5373,1.258925,-139.2096,1.252951,100.3622,0.0,70.495,0.0,-49.2058,0.0,-169.6406
243937,3LG,20,1.260985,-19.4532,1.259722,-139.1253,1.25374,100.4463,0.0,70.572,0.0,-49.1413,0.0,-169.5522
243937,3LG,30,1.26125,-19.4252,1.259987,-139.0972,1.254003,100.4744,0.0,70.5792,0.0,-49.1036,0.0,-169.5156
243937,3LG,40,1.261383,-19.4112,1.260119,-139.0831,1.254134,100.4884,0.0,70.5991,0.0,-49.0987,0.0,-169.5174
157347,SLG,0,0.592468,-36.8544,1.572311,-150.5667,1.451973,115.186,0.0,53.1613,0.0,-60.5855,0.0,-154.8129
157347,SLG,10,1.257165,-20.0491,1.267741,-138.9584,1.249332,100.7732,0.0,69.9583,0.0,-48.9907,0.0,-169.2273
157347,SLG,20,1.259494,-19.7113,1.264143,-138.9981,1.251892,100.6514,0.0,70.2906,0.0,-48.9865,0.0,-169.3432
157347,SLG,30,1.260261,-19.5977,1.262937,-139.012,1.252762,100.611,0.0,70.418,0.0,-48.9971,0.0,-169.3894
157347,SLG,40,1.260643,-19.5407,1.262333,-139.0191,1.2532,100.5909,0.0,70.4472,0.0,-49.0299,0.0,-169.4134
157347,LL,0,0.540227,-25.2425,0.649905,-148.1938,1.542322,101.826,0.0,64.7458,0.0,-58.1795,0.0,-168.1607
157347,LL,10,1.251997,-19.8086,1.262952,-139.6388,1.256545,100.8554,0.0,70.211,0.0,-49.637,0.0,-169.1313
