fault_bus,fault_type,fault_R_ohm,Va_mag_pu,Va_ang_deg,Vb_mag_pu,Vb_ang_deg,Vc_mag_pu,Vc_ang_deg,Ia_mag_A,Ia_ang_deg,Ib_mag_A,Ib_ang_deg,Ic_mag_A,Ic_ang_deg
318412,SLG,0,0.129802,-113.0921,1.0452,-150.4066,1.044436,89.3442,92.0946,-79.5997,234.5583,-138.8327,234.3125,71.2859
318412,SLG,10,1.044047,-30.5916,1.045514,-150.4774,1.043981,89.514,280.3883,-48.7386,246.7491,-167.256,276.0707,71.5315
318412,SLG,20,1.044053,-30.5689,1.045516,-150.4774,1.04398,89.514,280.3736,-48.7264,246.754,-167.2491,276.0793,71.5362
318412,SLG,30,1.044055,-30.5613,1.045517,-150.4773,1.043979,89.514,280.3688,-48.7223,246.7557,-167.2468,276.0822,71.5377
318412,SLG,40,1.044056,-30.5575,1.045517,-150.4773,1.043979,89.514,280.3663,-48.7202,246.7565,-167.2456,276.0836,71.5385
318412,LL,0,0.128795,-112.5877,0.130713,127.1023,1.043151,89.4225,109.5151,-115.9912,54.7766,-140.7759,216.3768,86.2554
318412,LL,10,1.04405,-30.5916,1.045502,-150.5229,1.043978,89.514,280.3718,-48.7477,246.7807,-167.2779,276.0617,71.5192
318412,LL,20,1.044055,-30.5689,1.04551,-150.5001,1.043978,89.514,280.3653,-48.7309,246.7698,-167.26,276.0748,71.53
318412,LL,30,1.044056,-30.5613,1.045513,-150.4925,1.043978,89.514,280.3632,-48.7253,246.7662,-167.2541,276.0792,71.5336
318412,LL,40,1.044057,-30.5575,1.045514,-150.4887,1.043978,89.514,280.3622,-48.7225,246.7644,-167.2511,276.0814,71.5354
318412,3LG,0,0.130046,-112.5215,0.130233,127.5468,0.130038,7.5423,34.0135,-119.2862,30.0495,123.7962,33.3672,0.9896
318412,3LG,10,1.044046,-30.5917,1.045505,-150.5229,1.043965,89.4684,280.3633,-48.76,246.7628,-167.2881,276.0922,71.4949
318412,3LG,20,1.044053,-30.5689,1.045512,-150.5001,1.043972,89.4912,280.3611,-48.7371,246.7608,-167.2652,276.0901,71.5179
318412,3LG,30,1.044055,-30.5613,1.045514,-150.4925,1.043974,89.4989,280.3604,-48.7294,246.7602,-167.2575,276.0893,71.5255
318412,3LG,40,1.044056,-30.5575,1.045515,-150.4887,1.043975,89.5027,280.3601,-48.7256,246.7599,-167.2537,276.089,71.5293
243937,SLG,0,0.011645,-51.7348,1.331249,174.715,1.731081,103.5238,181.4201,-72.2561,289.0223,-162.0425,288.4556,94.0047
243937,SLG,10,1.037583,-30.6956,1.047778,-150.7296,1.046874,89.7476,281.3307,-48.8945,246.7738,-167.3232,275.6266,71.6222
243937,SLG,20,1.040812,-30.6211,1.046652,-150.6039,1.045426,89.6315,280.8449,-48.8046,246.7661,-167.2828,275.857,71.5817
243937,SLG,30,1.041893,-30.5961,1.046275,-150.5618,1.044943,89.5925,280.6829,-48.7745,246.7637,-167.2693,275.9339,71.5681
243937,SLG,40,1.042433,-30.5836,1.046086,-150.5407,1.044702,89.5729,280.6019,-48.7594,246.7625,-167.2625,275.9724,71.5613
243937,LL,0,0.029868,-67.3606,0.02621,116.7764,1.485451,84.7667,126.3866,-121.7687,116.1742,-127.3407,341.605,81.0883
243937,LL,10,1.040477,-30.4622,1.041319,-150.8787,1.049088,89.4959,280.8636,-48.8108,247.5216,-167.5033,275.5635,71.5248
243937,LL,20,1.042257,-30.5037,1.043411,-150.6786,1.046548,89.505,280.6118,-48.7626,247.1413,-167.373,275.8232,71.533
243937,LL,30,1.042855,-30.5177,1.044112,-150.6117,1.045695,89.5081,280.5276,-48.7465,247.0141,-167.3295,275.9109,71.5356
243937,LL,40,1.043155,-30.5248,1.044463,-150.5781,1.045267,89.5096,280.4855,-48.7384,246.9504,-167.3077,275.955,71.5369
243937,3LG,0,0.032363,-95.4498,0.032394,144.619,0.032352,24.5982,8.4632,-102.2151,7.4752,140.8594,8.3021,18.0539
243937,3LG,10,1.042713,-30.714,1.044168,-150.6451,1.04263,89.346,280.7847,-48.9108,247.1361,-167.4428,276.5105,71.3437
243937,3LG,20,1.043387,-30.6301,1.044844,-150.5613,1.043305,89.4299,280.5715,-48.8125,246.9472,-167.3425,276.2988,71.4422
243937,3LG,30,1.043611,-30.6021,1.045069,-150.5333,1.04353,89.458,280.5006,-48.7797,246.8844,-167.3091,276.2285,71.4751
243937,3LG,40,1.043723,-30.5881,1.045181,-150.5193,1.043642,89.472,280.4651,-48.7633,246.853,-167.2924,276.1933,71.4915
157347,SLG,0,0.416789,-23.8397,1.097231,-168.4589,1.349487,96.5624,216.6469,-52.5993,269.1372,-158.8142,284.7792,87.2288
157347,SLG,10,1.035732,-31.0213,1.050408,-150.7007,1.04512,89.8588,281.8242,-49.0699,246.5373,-167.3349,275.7605,71.595
157347,SLG,20,1.039894,-30.7858,1.047991,-150.5889,1.044525,89.6878,281.0905,-48.8929,246.6439,-167.2884,275.9254,71.5678
157347,SLG,30,1.041282,-30.7064,1.047173,-150.5517,1.044337,89.6302,280.8464,-48.8335,246.6813,-167.273,275.9799,71.5587
157347,SLG,40,1.041976,-30.6665,1.046762,-150.5331,1.044245,89.6012,280.7244,-48.8037,246.7004,-167.2653,276.007,71.5542
157347,LL,0,0.510193,-33.0185,0.348474,-161.1871,1.261669,84.7387,163.0005,-69.865,156.7365,-149.6531,318.799,80.6521
157347,LL,10,1.036911,-30.6743,1.042059,-151.1747,1.049961,89.6322,281.4974,-49.0102,247.7327,-167.6706,275.3821,71.4902
157347,LL,20,1.040445,-30.6115,1.043821,-150.8283,1.046987,89.5754,280.9299,-48.8636,247.2433,-167.4568,275.7292,71.5162
157347,LL,30,1.041641,-30.59,1.044394,-150.7118,1.045988,89.5555,280.74,-48.8141,247.0812,-167.3853,275.8475,71.5246
157347,LL,40,1.042242,-30.5792,1.044678,-150.6534,1.045487,89.5453,280.6449,-48.7892,247.0004,-167.3496,275.9071,71.5287
157347,3LG,0,0.447801,-42.3627,0.44825,-162.3017,0.447696,77.6839,117.1064,-49.1305,103.4403,-166.0587,114.8794,71.1398
157347,3LG,10,1.041732,-30.8999,1.043188,-150.8315,1.041657,89.1598,281.0948,-49.1179,247.4107,-167.6528,276.8171,71.1364
157347,3LG,20,1.042904,-30.7236,1.044361,-150.655,1.042826,89.3364,280.7239,-48.9164,247.0822,-167.4479,276.4495,71.3382
157347,3LG,30,1.043291,-30.6645,1.044749,-150.5959,1.043212,89.3955,280.6016,-48.8491,246.9738,-167.3794,276.3283,71.4057
157347,3LG,40,1.043484,-30.635,1.044942,-150.5663,1.043404,89.4251,280.5407,-48.8154,246.9199,-167.3451,276.268,71.4394
298162,SLG,0,0.003326,-93.2696,1.230753,-171.1175,1.401655,102.1459,148.4809,-68.7428,276.4166,-152.2887,260.987,87.4612
298162,SLG,10,1.028156,-31.9818,1.057808,-150.6992,1.041485,90.2129,283.6184,-49.6335,245.9834,-167.4155,276.0153,71.5351
298162,SLG,20,1.036129,-31.2694,1.051734,-150.5855,1.042622,89.8649,281.9805,-49.1754,246.3547,-167.3277,276.0599,71.5357
298162,SLG,30,1.038778,-31.0295,1.049678,-150.5488,1.04305,89.7482,281.4381,-49.0219,246.4857,-167.2989,276.0711,71.5369
298162,SLG,40,1.0401,-30.9091,1.048644,-150.5307,1.043273,89.6898,281.1676,-48.9451,246.5526,-167.2846,276.076,71.5377
298162,LL,0,0.005369,-82.4849,0.00503,121.3073,1.35512,86.7811,107.0242,-122.1089,105.1057,-123.1785,304.0505,83.7685
298162,LL,10,1.025663,-31.2738,1.041758,-152.1275,1.053737,89.9759,283.5879,-49.6261,248.7498,-168.2575,274.8417,71.3553
298162,LL,20,1.034759,-30.9162,1.043771,-151.3073,1.04884,89.7533,281.9731,-49.1752,247.7388,-167.7504,275.4562,71.4507
298162,LL,30,1.037836,-30.7942,1.044383,-151.0317,1.047214,89.6754,281.4346,-49.0226,247.4086,-167.5811,275.6646,71.4813
298162,LL,40,1.039384,-30.7327,1.044679,-150.8935,1.046404,89.6358,281.165,-48.9458,247.2453,-167.4963,275.7697,71.4963
298162,3LG,0,0.005875,-100.9853,0.005875,139.0203,0.005875,19.0193,1.5361,-107.7747,1.3565,135.2628,1.5071,12.4962
298162,3LG,10,1.037748,-31.5023,1.039224,-151.4371,1.037726,88.5567,282.3579,-49.8059,248.5287,-168.3527,278.0638,70.448
298162,3LG,20,1.040931,-31.0256,1.042399,-150.9587,1.04088,89.034,281.3463,-49.2609,247.633,-167.7983,277.0637,70.9935
298162,3LG,30,1.04198,-30.8661,1.043445,-150.7985,1.041919,89.1937,281.0145,-49.0789,247.3392,-167.6131,276.7357,71.1757
298162,3LG,40,1.042502,-30.7862,1.043966,-150.7183,1.042436,89.2737,280.8496,-48.9878,247.1933,-167.5204,276.5728,71.2669
165448,SLG,0,0.003282,-90.4876,1.235498,-170.7516,1.394068,102.3584,23763.9783,-90.3517,277.1949,-152.0966,259.2979,87.5382
165448,SLG,10,1.027328,-32.1063,1.058778,-150.6912,1.040884,90.2556,1013.818,-36.9615,245.9061,-167.4225,276.0667,71.5256
165448,SLG,20,1.035723,-31.3324,1.052227,-150.5808,1.042304,89.8861,647.1218,-39.0228,246.3135,-167.3309,276.0869,71.5305
165448,SLG,30,1.038509,-31.0717,1.050008,-150.5455,1.042834,89.7623,524.2435,-40.6096,246.4577,-167.301,276.0893,71.5333
165448,SLG,40,1.0399,-30.9408,1.048892,-150.5282,1.043109,89.7004,462.8437,-41.7755,246.5314,-167.2862,276.0898,71.5349
165448,LL,0,0.005149,-83.6231,0.004562,123.2005,1.353463,86.9653,37154.2926,-83.7252,32802.9127,123.3682,303.6038,83.9597
165448,LL,10,1.024231,-31.3542,1.041869,-152.243,1.054118,90.0244,1010.7825,-36.4265,991.621,-156.2298,274.7822,71.3396
165448,LL,20,1.034032,-30.9577,1.043851,-151.3655,1.049019,89.7787,646.2068,-38.8185,617.4351,-157.8792,275.4257,71.4431
165448,LL,30,1.03735,-30.8222,1.044442,-151.0706,1.047331,89.6926,523.8014,-40.5002,492.9186,-159.2837,275.6442,71.4763
165448,LL,40,1.039018,-30.7538,1.044725,-150.9227,1.04649,89.6488,462.5827,-41.7072,430.8401,-160.3547,275.7544,71.4926
