fault_bus,fault_type,fault_R_ohm,Va_mag_pu,Va_ang_deg,Vb_mag_pu,Vb_ang_deg,Vc_mag_pu,Vc_ang_deg,Ia_mag_A,Ia_ang_deg,Ib_mag_A,Ib_ang_deg,Ic_mag_A,Ic_ang_deg
318412,SLG,0,0.212521,-94.8156,1.128125,-142.7589,1.009156,94.1839,1186.9441,79.3824,2146.2403,31.4901,1552.4439,-93.7394
318412,SLG,10,1.080443,-26.408,1.080562,-146.1899,1.078593,93.6446,1734.2765,145.828,1767.9552,25.9095,1724.644,-94.3037
318412,SLG,20,1.080418,-26.3858,1.080586,-146.1911,1.0786,93.6463,1734.095,145.8501,1768.0693,25.9044,1724.7216,-94.2979
318412,SLG,30,1.08041,-26.3784,1.080594,-146.1914,1.078602,93.6468,1734.0344,145.8574,1768.1073,25.9027,1724.7474,-94.2959
318412,SLG,40,1.080406,-26.3747,1.080598,-146.1916,1.078603,93.6471,1734.0041,145.8611,1768.1263,25.9018,1724.7603,-94.295
318412,LL,0,0.19978,-111.9183,0.141517,162.5391,1.042029,96.1707,981.8188,48.387,776.4879,5.1127,1561.1911,-87.2105
318412,LL,10,1.080429,-26.4114,1.080611,-146.2345,1.078545,93.6469,1734.1185,145.8163,1768.3214,25.8651,1724.4154,-94.2933
318412,LL,20,1.080411,-26.3875,1.08061,-146.2133,1.078576,93.6474,1734.016,145.8442,1768.2526,25.8822,1724.6072,-94.2927
318412,LL,30,1.080405,-26.3795,1.08061,-146.2063,1.078586,93.6476,1733.9817,145.8535,1768.2295,25.8879,1724.6712,-94.2925
318412,LL,40,1.080402,-26.3755,1.08061,-146.2028,1.078591,93.6477,1733.9646,145.8582,1768.218,25.8907,1724.7031,-94.2924
318412,3LG,0,0.136559,-105.0877,0.136534,135.0529,0.13643,14.8696,397.4734,69.4035,401.8602,-50.6367,396.0696,-170.9392
318412,3LG,10,1.080381,-26.4091,1.080598,-146.2378,1.078594,93.6023,1733.8935,145.8265,1768.1634,25.8536,1724.7795,-94.3377
318412,3LG,20,1.080387,-26.3863,1.080604,-146.215,1.078601,93.6251,1733.9035,145.8493,1768.1736,25.8765,1724.7894,-94.3149
318412,3LG,30,1.08039,-26.3787,1.080606,-146.2074,1.078603,93.6327,1733.9068,145.8569,1768.1769,25.8841,1724.7926,-94.3072
318412,3LG,40,1.080391,-26.3749,1.080607,-146.2036,1.078604,93.6365,1733.9084,145.8607,1768.1785,25.8879,1724.7943,-94.3034
243937,SLG,0,0.192039,-93.3729,1.441606,-173.8759,1.646497,111.2967,1641.8281,57.7137,3002.3614,6.0168,2343.0297,-64.4622
243937,SLG,10,1.074274,-26.5765,1.083725,-146.3887,1.080275,93.8893,1725.1037,145.4697,1777.7826,25.8223,1722.047,-93.9821
243937,SLG,20,1.077325,-26.4703,1.082173,-146.2908,1.079438,93.7692,1729.4923,145.6706,1772.9994,25.8608,1723.4059,-94.1368
243937,SLG,30,1.078346,-26.4347,1.081653,-146.258,1.07916,93.7289,1730.9624,145.7377,1771.3977,25.8736,1723.8664,-94.1885
243937,SLG,40,1.078857,-26.417,1.081393,-146.2416,1.079022,93.7087,1731.6987,145.7713,1770.5955,25.88,1724.0982,-94.2143
243937,LL,0,0.105923,-117.6043,0.091268,-151.0721,1.494623,91.7869,916.001,25.8964,936.5539,14.9336,2379.2744,-91.245
243937,LL,10,1.075945,-26.3356,1.077604,-146.6011,1.083357,93.6923,1722.3268,145.7776,1768.7075,25.4252,1731.4569,-94.0587
243937,LL,20,1.078156,-26.3493,1.079103,-146.3974,1.080995,93.6705,1728.0878,145.8249,1768.4518,25.6611,1728.1384,-94.1744
243937,LL,30,1.078898,-26.354,1.079604,-146.3292,1.080202,93.663,1730.0221,145.8407,1768.3635,25.7402,1727.0278,-94.2134
243937,LL,40,1.079271,-26.3563,1.079855,-146.295,1.079804,93.6593,1730.9921,145.8485,1768.319,25.7799,1726.4715,-94.2329
243937,3LG,0,0.033784,-88.5786,0.033774,151.5431,0.033756,31.3738,98.3046,85.8988,99.399,-34.1546,97.9718,-154.4352
243937,3LG,10,1.079031,-26.5317,1.079245,-146.3608,1.077251,93.4794,1731.7224,145.7039,1765.9523,25.7306,1722.6325,-94.4604
243937,3LG,20,1.079713,-26.4477,1.079928,-146.2765,1.077929,93.5636,1732.819,145.788,1767.0691,25.8149,1723.717,-94.3763
243937,3LG,30,1.07994,-26.4196,1.080155,-146.2484,1.078155,93.5917,1733.184,145.816,1767.4408,25.843,1724.0779,-94.3482
243937,3LG,40,1.080053,-26.4056,1.080269,-146.2344,1.078268,93.6058,1733.3664,145.83,1767.6266,25.8571,1724.2583,-94.3342
157347,SLG,0,0.44125,-27.0395,1.200606,-161.6576,1.344824,103.0519,1250.369,119.9531,2339.3015,9.5957,2055.0852,-80.8566
157347,SLG,10,1.073353,-26.908,1.086054,-146.3168,1.07794,93.9611,1727.5912,145.1059,1780.5628,26.0206,1715.4349,-94.0049
157347,SLG,20,1.07688,-26.6379,1.083356,-146.2539,1.078245,93.8052,1730.783,145.4867,1774.3942,25.962,1720.0513,-94.1492
157347,SLG,30,1.078052,-26.5469,1.082446,-146.2332,1.078359,93.753,1731.8334,145.6146,1772.3285,25.9416,1721.6192,-94.197
157347,SLG,40,1.078638,-26.5013,1.081989,-146.2229,1.078419,93.7268,1732.356,145.6788,1771.294,25.9312,1722.4087,-94.2208
157347,LL,0,0.50129,-29.8899,0.408836,-155.6215,1.30867,90.9626,1124.2437,138.5395,1490.0291,10.7461,2195.9487,-96.0634
157347,LL,10,1.072726,-26.5939,1.078955,-146.8603,1.083363,93.8331,1718.2197,145.3898,1773.7631,25.2588,1727.6288,-93.8815
157347,LL,20,1.076524,-26.4805,1.079825,-146.5282,1.080988,93.7428,1726.0215,145.6281,1771.0802,25.5779,1726.1527,-94.0843
157347,LL,30,1.077806,-26.4419,1.080097,-146.4166,1.080194,93.7117,1728.6422,145.7088,1770.1387,25.6848,1725.6875,-94.153
157347,LL,40,1.07845,-26.4225,1.080229,-146.3607,1.079798,93.696,1729.9562,145.7494,1769.659,25.7383,1725.46,-94.1875
157347,3LG,0,0.468287,-35.7936,0.468159,-155.6689,0.467852,84.1533,1347.9303,138.7161,1363.5613,18.6487,1342.0903,-101.6385
157347,3LG,10,1.078094,-26.7207,1.078318,-146.5501,1.076324,93.2908,1730.218,145.5147,1764.442,25.5414,1721.1449,-94.649
