fault_bus,fault_type,fault_R_ohm,Va_mag_pu,Va_ang_deg,Vb_mag_pu,Vb_ang_deg,Vc_mag_pu,Vc_ang_deg,Ia_mag_A,Ia_ang_deg,Ib_mag_A,Ib_ang_deg,Ic_mag_A,Ic_ang_deg
318412,SLG,0,0.128433,-114.642,1.042675,-150.8874,1.041507,89.0419,0.1615,-142.0657,1.2852,-178.341,1.3213,61.6303
318412,SLG,10,1.038217,-30.9872,1.041229,-150.7628,1.037416,89.1847,1.2351,-58.4948,1.2869,-178.2125,1.3263,61.7844
318412,SLG,20,1.038223,-30.9643,1.041231,-150.7628,1.037415,89.1846,1.2351,-58.4719,1.2869,-178.2124,1.3263,61.7844
318412,SLG,30,1.038225,-30.9567,1.041232,-150.7628,1.037414,89.1846,1.2351,-58.4643,1.2869,-178.2124,1.3264,61.7843
318412,SLG,40,1.038226,-30.9529,1.041232,-150.7628,1.037414,89.1846,1.2351,-58.4605,1.2869,-178.2124,1.3264,61.7843
318412,LL,0,0.125329,-113.1302,0.131727,125.7154,1.041151,88.9618,0.1576,-140.5536,0.1729,98.352,1.3218,61.5514
318412,LL,10,1.038219,-30.987,1.041217,-150.8085,1.037412,89.1847,1.2351,-58.4946,1.2869,-178.2581,1.3264,61.7844
318412,LL,20,1.038224,-30.9643,1.041225,-150.7856,1.037412,89.1846,1.2351,-58.4719,1.2869,-178.2352,1.3264,61.7844
318412,LL,30,1.038226,-30.9567,1.041228,-150.778,1.037413,89.1846,1.2351,-58.4643,1.2869,-178.2276,1.3264,61.7843
318412,LL,40,1.038226,-30.9529,1.041229,-150.7742,1.037413,89.1846,1.2351,-58.4605,1.2869,-178.2238,1.3264,61.7843
318412,3LG,0,0.12951,-112.9692,0.1299,127.2114,0.129411,7.1667,0.1628,-140.3939,0.1705,99.8482,0.1744,-20.1606
318412,3LG,10,1.038215,-30.9871,1.04122,-150.8084,1.037399,89.139,1.2351,-58.4947,1.2869,-178.258,1.3264,61.7387
318412,3LG,20,1.038222,-30.9643,1.041227,-150.7856,1.037406,89.1618,1.2351,-58.4719,1.2869,-178.2352,1.3264,61.7615
318412,3LG,30,1.038224,-30.9567,1.041229,-150.778,1.037408,89.1694,1.2351,-58.4643,1.2869,-178.2276,1.3264,61.7691
318412,3LG,40,1.038225,-30.9529,1.04123,-150.7742,1.037409,89.1732,1.2351,-58.4605,1.2869,-178.2238,1.3264,61.7729
243937,SLG,0,0.005262,-40.8814,1.329467,174.1041,1.730434,103.1616,0.0066,-68.2642,1.5885,146.6032,2.1223,75.7002
243937,SLG,10,1.031697,-31.094,1.043517,-151.0169,1.040326,89.422,1.2426,-58.5826,1.2842,-178.4729,1.3228,62.0138
243937,SLG,20,1.034954,-31.018,1.042379,-150.8903,1.038869,89.3039,1.2388,-58.5161,1.2856,-178.3431,1.3246,61.8997
243937,SLG,30,1.036043,-30.9925,1.041998,-150.8479,1.038384,89.2643,1.2376,-58.4938,1.286,-178.2996,1.3252,61.8614
243937,SLG,40,1.036589,-30.9798,1.041807,-150.8266,1.038141,89.2444,1.237,-58.4826,1.2862,-178.2779,1.3255,61.8421
243937,LL,0,0.026883,-61.0681,0.02907,109.7537,1.481674,84.2656,0.0338,-88.4917,0.0382,82.3883,1.8172,56.8043
243937,LL,10,1.034602,-30.8573,1.037015,-151.1679,1.042561,89.1685,1.2392,-58.3543,1.292,-178.6057,1.32,61.7543
243937,LL,20,1.036404,-30.899,1.039116,-150.9659,1.040001,89.1767,1.2372,-58.4013,1.2894,-178.4097,1.3232,61.7694
243937,LL,30,1.03701,-30.913,1.03982,-150.8984,1.039142,89.1793,1.2365,-58.4171,1.2886,-178.344,1.3242,61.7744
243937,LL,40,1.037313,-30.9201,1.040173,-150.8645,1.038711,89.1806,1.2361,-58.4251,1.2882,-178.3112,1.3248,61.7768
243937,3LG,0,0.03223,-95.8975,0.032311,144.2837,0.032196,24.2225,0.0405,-123.3222,0.0424,116.9205,0.0434,-3.1048
243937,3LG,10,1.036871,-31.1103,1.039873,-150.9312,1.036051,89.0157,1.2366,-58.614,1.2885,-178.377,1.328,61.6191
243937,3LG,20,1.03755,-31.026,1.040554,-150.847,1.036732,89.1001,1.2359,-58.5316,1.2877,-178.2948,1.3272,61.7017
243937,3LG,30,1.037777,-30.9978,1.040781,-150.8189,1.036959,89.1282,1.2356,-58.5041,1.2875,-178.2673,1.3269,61.7292
243937,3LG,40,1.03789,-30.9837,1.040894,-150.8049,1.037073,89.1423,1.2355,-58.4904,1.2873,-178.2536,1.3268,61.743
157347,SLG,0,0.411565,-24.0625,1.093798,-168.9799,1.3466,96.191,0.5174,-51.4871,1.3069,163.5192,1.6515,68.7297
157347,SLG,10,1.029839,-31.4222,1.046161,-150.9874,1.038559,89.5342,1.2447,-58.9054,1.2811,-178.4509,1.3249,62.1308
157347,SLG,20,1.034032,-31.184,1.043725,-150.875,1.037961,89.3607,1.2399,-58.6794,1.284,-178.3316,1.3257,61.959
157347,SLG,30,1.035431,-31.1036,1.042901,-150.8376,1.037773,89.3023,1.2383,-58.6031,1.285,-178.2919,1.3259,61.9011
157347,SLG,40,1.03613,-31.0633,1.042486,-150.8189,1.037681,89.273,1.2375,-58.5648,1.2854,-178.272,1.326,61.872
157347,LL,0,0.507484,-33.1751,0.345565,-161.8529,1.257142,84.2499,0.6411,-60.5929,0.4536,170.7843,1.5418,56.7887
157347,LL,10,1.031008,-31.0711,1.037762,-151.4655,1.043438,89.3071,1.2434,-58.5577,1.2911,-178.9055,1.319,61.8904
157347,LL,20,1.034578,-31.0076,1.03953,-151.1164,1.040443,89.2482,1.2393,-58.5046,1.289,-178.5613,1.3226,61.8397
157347,LL,30,1.035785,-30.9859,1.040105,-150.999,1.039436,89.2275,1.2379,-58.4864,1.2883,-178.4455,1.3239,61.8217
157347,LL,40,1.036393,-30.9749,1.04039,-150.9402,1.038932,89.217,1.2372,-58.4772,1.2879,-178.3874,1.3245,61.8126
157347,3LG,0,0.445956,-42.8104,0.4471,-162.637,0.445537,77.3082,0.5606,-70.2351,0.5868,169.9998,0.6003,49.9809
157347,3LG,10,1.03588,-31.2969,1.038885,-151.1181,1.035068,88.829,1.2378,-58.7977,1.2897,-178.5612,1.3292,61.4351
157347,3LG,20,1.037063,-31.1198,1.040068,-150.941,1.036249,89.0062,1.2364,-58.624,1.2883,-178.3874,1.3278,61.6091
157347,3LG,30,1.037453,-31.0605,1.040458,-150.8817,1.036639,89.0656,1.236,-58.5658,1.2878,-178.3292,1.3273,61.6674
157347,3LG,40,1.037648,-31.0308,1.040653,-150.852,1.036833,89.0953,1.2358,-58.5367,1.2876,-178.3,1.3271,61.6966
298162,SLG,0,0.003673,166.4073,1.228369,-171.6878,1.400165,101.8057,0.0046,138.9603,1.4677,160.8113,1.7172,74.3443
298162,SLG,10,1.022224,-32.3907,1.053602,-150.9854,1.034898,89.8925,1.2536,-59.8519,1.2724,-178.4699,1.3295,62.499
298162,SLG,20,1.030249,-31.6715,1.047489,-150.8713,1.036044,89.5399,1.2443,-59.1559,1.2795,-178.3385,1.328,62.1433
298162,SLG,30,1.032914,-31.4294,1.04542,-150.8345,1.036475,89.4217,1.2412,-58.9215,1.282,-178.2958,1.3275,62.024
298162,SLG,40,1.034245,-31.3079,1.044379,-150.8163,1.0367,89.3625,1.2397,-58.8039,1.2832,-178.2747,1.3272,61.9642
298162,LL,0,0.002817,-37.6563,0.007948,97.2452,1.35188,86.2856,0.0035,-65.0995,0.0104,69.8686,1.658,58.8243
298162,LL,10,1.019663,-31.6754,1.037469,-152.4245,1.047236,89.6571,1.2567,-59.1293,1.2914,-179.8637,1.3144,62.2301
298162,LL,20,1.028843,-31.3147,1.039484,-151.5985,1.042306,89.4292,1.2459,-58.7951,1.289,-179.0433,1.3204,62.0157
298162,LL,30,1.031949,-31.1917,1.040097,-151.321,1.04067,89.3496,1.2423,-58.6811,1.2883,-178.7675,1.3224,61.9405
298162,LL,40,1.03351,-31.1297,1.040393,-151.1818,1.039854,89.3091,1.2405,-58.6236,1.2879,-178.6291,1.3234,61.9022
298162,3LG,0,0.005851,-101.4328,0.00586,138.685,0.005846,18.6433,0.0074,-128.8574,0.0077,111.3218,0.0079,-8.684
298162,3LG,10,1.03186,-31.9021,1.034892,-151.7256,1.031098,88.2236,1.2424,-59.3912,1.2945,-179.1575,1.3342,60.8404
298162,3LG,20,1.035072,-31.4232,1.038091,-151.2456,1.034284,88.7027,1.2387,-58.9216,1.2907,-178.6865,1.3302,61.3109
298162,3LG,30,1.03613,-31.2629,1.039145,-151.085,1.035333,88.863,1.2375,-58.7644,1.2894,-178.5288,1.3289,61.4684
298162,3LG,40,1.036657,-31.1827,1.039669,-151.0045,1.035855,88.9433,1.2369,-58.6857,1.2888,-178.4498,1.3283,61.5473
165448,SLG,0,0.003543,166.1688,1.233107,-171.3204,1.392596,102.0198,0.0044,138.72,1.4733,161.1787,1.708,74.5584
165448,SLG,10,1.021393,-32.5162,1.054576,-150.9772,1.034293,89.9356,1.2546,-59.975,1.2713,-178.4645,1.3302,62.5438
165448,SLG,20,1.029841,-31.735,1.047985,-150.8665,1.035724,89.5613,1.2447,-59.2183,1.279,-178.3351,1.3284,62.1656
165448,SLG,30,1.032644,-31.4719,1.045752,-150.8311,1.036258,89.436,1.2415,-58.9633,1.2816,-178.2934,1.3278,62.0388
165448,SLG,40,1.034043,-31.3398,1.044629,-150.8137,1.036535,89.3732,1.2399,-58.8352,1.2829,-178.2729,1.3274,61.9753
165448,LL,0,0.002582,-35.9803,0.007459,96.9542,1.350229,86.4699,0.0032,-63.4272,0.0098,69.5765,1.656,59.0086
165448,LL,10,1.018218,-31.7566,1.037582,-152.5408,1.047619,89.7064,1.2584,-59.2064,1.2913,-179.9802,1.3139,62.2783
165448,LL,20,1.028111,-31.3565,1.039565,-151.657,1.042486,89.4551,1.2467,-58.8348,1.2889,-179.102,1.3201,62.041
165448,LL,30,1.031459,-31.2199,1.040157,-151.3601,1.040787,89.3671,1.2429,-58.7078,1.2882,-178.8067,1.3222,61.9577
165448,LL,40,1.033142,-31.1509,1.040439,-151.2112,1.039941,89.3223,1.2409,-58.6437,1.2879,-178.6586,1.3232,61.9152
