fault_bus,fault_type,fault_R_ohm,Va_mag_pu,Va_ang_deg,Vb_mag_pu,Vb_ang_deg,Vc_mag_pu,Vc_ang_deg,Ia_mag_A,Ia_ang_deg,Ib_mag_A,Ib_ang_deg,Ic_mag_A,Ic_ang_deg
318412,SLG,0,0.124947,-118.0596,1.036124,-151.8463,1.034619,88.5886,0.0,-25.7058,0.0,-60.8148,0.0,178.7811
318412,SLG,10,1.026219,-31.5527,1.030775,-151.201,1.023082,88.6616,0.0,59.1106,0.0,-60.2401,0.0,179.0151
318412,SLG,20,1.026225,-31.5297,1.030777,-151.201,1.02308,88.6614,0.0,59.3162,0.0,-60.2426,0.0,179.0137
318412,SLG,30,1.026227,-31.5221,1.030778,-151.201,1.023079,88.6613,0.0,59.3169,0.0,-60.4386,0.0,179.0971
318412,SLG,40,1.026228,-31.5182,1.030778,-151.201,1.023079,88.6613,0.0,59.265,0.0,-60.2751,0.0,179.0958
318412,LL,0,0.117172,-114.0078,0.134183,122.6831,1.036143,88.1375,0.0,-22.3144,0.0,-145.3099,0.0,178.5354
318412,LL,10,1.026222,-31.5523,1.030761,-151.247,1.023078,88.6616,0.0,59.2605,0.0,-60.333,0.0,179.1792
318412,LL,20,1.026227,-31.5295,1.03077,-151.224,1.023078,88.6614,0.0,59.3077,0.0,-60.4106,0.0,179.0165
318412,LL,30,1.026228,-31.5219,1.030773,-151.2163,1.023078,88.6613,0.0,59.3116,0.0,-60.2902,0.0,179.0984
318412,LL,40,1.026229,-31.5181,1.030775,-151.2125,1.023078,88.6613,0.0,59.274,0.0,-60.353,0.0,179.1804
318412,3LG,0,0.128356,-113.6958,0.12894,126.6135,0.127961,6.4891,0.0,-22.7298,0.0,-142.4219,0.0,96.7434
318412,3LG,10,1.026217,-31.5524,1.030765,-151.2466,1.023063,88.6155,0.0,59.2839,0.0,-60.3905,0.0,179.0958
318412,3LG,20,1.026224,-31.5295,1.030772,-151.2238,1.023071,88.6383,0.0,59.3149,0.0,-60.2075,0.0,179.1804
318412,3LG,30,1.026227,-31.5219,1.030774,-151.2162,1.023073,88.6459,0.0,59.3877,0.0,-60.2802,0.0,179.0984
318412,3LG,40,1.026228,-31.5181,1.030776,-151.2124,1.023074,88.6497,0.0,59.1901,0.0,-60.4533,0.0,179.1815
243937,SLG,0,0.011567,102.8699,1.324813,172.8491,1.728462,102.5359,0.0,141.6325,0.0,-95.9577,0.0,-167.1957
243937,SLG,10,1.019568,-31.6626,1.033104,-151.4598,1.02605,88.9056,0.0,59.1216,0.0,-60.6156,0.0,179.3452
