fault_bus,fault_type,fault_R_ohm,Va_mag_pu,Va_ang_deg,Vb_mag_pu,Vb_ang_deg,Vc_mag_pu,Vc_ang_deg,Ia_mag_A,Ia_ang_deg,Ib_mag_A,Ib_ang_deg,Ic_mag_A,Ic_ang_deg
318412,SLG,0,0.128048,-115.1121,1.042341,-151.0284,1.041137,88.9507,3.5819,-78.1092,7.41,-161.3837,8.5997,43.0509
318412,SLG,10,1.036903,-31.1131,1.04032,-150.8445,1.035726,89.0793,8.6246,-58.9144,8.6184,-178.9194,8.6209,61.1189
318412,SLG,20,1.036909,-31.0902,1.040322,-150.8444,1.035725,89.0792,8.6245,-58.9073,8.6184,-178.911,8.621,61.1262
318412,SLG,30,1.036911,-31.0826,1.040323,-150.8444,1.035724,89.0792,8.6245,-58.905,8.6184,-178.9082,8.621,61.1287
318412,SLG,40,1.036911,-31.0788,1.040323,-150.8444,1.035724,89.0792,8.6245,-58.9038,8.6183,-178.9068,8.621,61.1299
318412,LL,0,0.124274,-113.2442,0.132055,125.2549,1.041057,88.8174,4.5418,-120.0088,2.1653,-127.7224,6.6938,57.5027
318412,LL,10,1.036905,-31.1129,1.040307,-150.8902,1.035722,89.0793,8.6245,-58.929,8.6186,-178.9336,8.6209,61.1022
318412,LL,20,1.03691,-31.0902,1.040316,-150.8673,1.035723,89.0792,8.6244,-58.9146,8.6185,-178.9181,8.621,61.1179
318412,LL,30,1.036911,-31.0826,1.040319,-150.8596,1.035723,89.0792,8.6244,-58.9098,8.6184,-178.9129,8.621,61.1231
318412,LL,40,1.036912,-31.0788,1.04032,-150.8558,1.035723,89.0792,8.6244,-58.9074,8.6184,-178.9104,8.621,61.1257
318412,3LG,0,0.129417,-113.1055,0.12986,127.1204,0.129271,7.0528,1.0969,-140.8697,1.0996,99.1185,1.098,-20.9941
318412,3LG,10,1.0369,-31.113,1.040311,-150.89,1.035709,89.0335,8.6245,-58.9458,8.6184,-178.9482,8.6212,61.088
318412,3LG,20,1.036907,-31.0902,1.040318,-150.8672,1.035716,89.0564,8.6245,-58.923,8.6184,-178.9254,8.6211,61.1108
318412,3LG,30,1.03691,-31.0826,1.04032,-150.8596,1.035718,89.064,8.6244,-58.9154,8.6184,-178.9178,8.6211,61.1184
318412,3LG,40,1.036911,-31.0788,1.040321,-150.8558,1.035719,89.0678,8.6244,-58.9116,8.6184,-178.914,8.6211,61.1222
243937,SLG,0,0.003493,-25.8731,1.329453,173.9175,1.731157,103.0481,8.2386,-71.0145,8.2049,178.4939,9.3738,53.909
243937,SLG,10,1.030364,-31.2209,1.042615,-151.0991,1.038643,89.3178,8.6292,-58.9544,8.6219,-178.9647,8.6242,61.0822
243937,SLG,20,1.03363,-31.1444,1.041474,-150.9722,1.037183,89.1991,8.6268,-58.9274,8.6201,-178.9337,8.6226,61.1078
