fault_bus,fault_type,fault_R_ohm,Va_mag_pu,Va_ang_deg,Vb_mag_pu,Vb_ang_deg,Vc_mag_pu,Vc_ang_deg,Ia_mag_A,Ia_ang_deg,Ib_mag_A,Ib_ang_deg,Ic_mag_A,Ic_ang_deg
318412,SLG,0,0.130387,-112.3218,1.046374,-150.1423,1.045897,89.5348,1.1186,-77.3833,2.2245,-160.8519,2.601,44.4416
318412,SLG,10,1.047004,-30.3569,1.047693,-150.2944,1.047172,89.7153,2.5304,-58.0794,2.5299,-178.0835,2.53,61.927
318412,SLG,20,1.04701,-30.3342,1.047694,-150.2944,1.047171,89.7153,2.5303,-58.0718,2.5299,-178.0758,2.53,61.9345
318412,SLG,30,1.047012,-30.3266,1.047695,-150.2944,1.047171,89.7153,2.5303,-58.0693,2.5299,-178.0732,2.53,61.937
318412,SLG,40,1.047013,-30.3228,1.047695,-150.2944,1.04717,89.7153,2.5303,-58.0681,2.5299,-178.0719,2.53,61.9383
318412,LL,0,0.130314,-112.2529,0.130273,127.7502,1.044199,89.6831,1.41,-118.9579,0.6747,-126.5784,2.0807,58.5775
318412,LL,10,1.047006,-30.357,1.04768,-150.3399,1.047169,89.7152,2.5304,-58.0945,2.5299,-178.0985,2.53,61.9115
318412,LL,20,1.047011,-30.3342,1.047688,-150.3171,1.047169,89.7153,2.5303,-58.0794,2.5299,-178.0833,2.53,61.9268
318412,LL,30,1.047013,-30.3266,1.047691,-150.3096,1.047169,89.7153,2.5303,-58.0744,2.5299,-178.0782,2.53,61.9319
318412,LL,40,1.047014,-30.3228,1.047692,-150.3058,1.04717,89.7153,2.5303,-58.0719,2.5299,-178.0757,2.53,61.9344
318412,3LG,0,0.130305,-112.2646,0.130391,127.7513,0.130326,7.7627,0.3353,-139.9644,0.3355,100.0286,0.3354,-19.9917
318412,3LG,10,1.047002,-30.357,1.047682,-150.34,1.047156,89.6697,2.5304,-58.1099,2.5299,-178.1136,2.53,61.8965
318412,3LG,20,1.047009,-30.3342,1.047689,-150.3172,1.047163,89.6925,2.5303,-58.0871,2.5299,-178.0908,2.53,61.9193
318412,3LG,30,1.047012,-30.3266,1.047691,-150.3096,1.047165,89.7001,2.5303,-58.0795,2.5299,-178.0832,2.53,61.9269
318412,3LG,40,1.047013,-30.3228,1.047693,-150.3058,1.047166,89.7039,2.5303,-58.0757,2.5299,-178.0794,2.53,61.9307
243937,SLG,0,0.01453,-52.3651,1.332145,175.0367,1.731568,103.7374,2.4718,-68.716,2.4937,178.749,2.7575,54.6381
243937,SLG,10,1.040566,-30.4591,1.049944,-150.5458,1.050056,89.947,2.5314,-58.1189,2.531,-178.124,2.531,61.8878
243937,SLG,20,1.043782,-30.3855,1.048824,-150.4205,1.048612,89.8318,2.5309,-58.0917,2.5304,-178.0961,2.5305,61.9149
243937,SLG,30,1.044858,-30.3609,1.048449,-150.3786,1.048131,89.7931,2.5307,-58.0826,2.5303,-178.0868,2.5303,61.9239
243937,SLG,40,1.045397,-30.3485,1.048261,-150.3576,1.047891,89.7737,2.5306,-58.0781,2.5302,-178.0821,2.5302,61.9284
243937,LL,0,0.031424,-69.3869,0.024941,120.1163,1.487415,85.0497,1.7907,-121.3344,1.6668,-123.9935,3.4566,57.3837
243937,LL,10,1.043456,-30.2275,1.043505,-150.6937,1.052261,89.6959,2.5325,-58.1735,2.5321,-178.1789,2.5321,61.8317
243937,LL,20,1.045225,-30.269,1.045593,-150.4946,1.04973,89.7057,2.5314,-58.119,2.531,-178.1236,2.531,61.8868
243937,LL,30,1.04582,-30.2831,1.046292,-150.428,1.048879,89.7089,2.531,-58.1008,2.5306,-178.1051,2.5307,61.9052
243937,LL,40,1.046118,-30.2901,1.046642,-150.3947,1.048453,89.7106,2.5309,-58.0917,2.5305,-178.0958,2.5305,61.9144
243937,3LG,0,0.032427,-95.1929,0.032434,144.8235,0.032424,24.8187,0.0834,-122.8987,0.0835,117.0935,0.0834,-2.9226
243937,3LG,10,1.045677,-30.4788,1.046351,-150.4617,1.045827,89.5477,2.5335,-58.23,2.5331,-178.2337,2.5332,61.7765
243937,3LG,20,1.046347,-30.3951,1.047024,-150.3781,1.046499,89.6315,2.5319,-58.1472,2.5315,-178.1509,2.5316,61.8592
243937,3LG,30,1.04657,-30.3672,1.047248,-150.3502,1.046723,89.6594,2.5314,-58.1196,2.531,-178.1233,2.531,61.8868
243937,3LG,40,1.046682,-30.3533,1.04736,-150.3363,1.046835,89.6734,2.5311,-58.1058,2.5307,-178.1095,2.5308,61.9006
157347,SLG,0,0.00549,-81.3679,1.249096,-171.1321,1.410481,103.0378,39527.3199,-81.3671,2.5384,-172.6487,2.8565,54.855
157347,SLG,10,1.034577,-31.1521,1.055582,-150.4911,1.046411,90.1885,747.1076,-31.2406,2.5342,-178.2552,2.5342,61.7614
157347,SLG,20,1.040788,-30.7342,1.051674,-150.3921,1.046747,89.9531,376.9104,-30.9116,2.5321,-178.1623,2.5321,61.8509
157347,SLG,30,1.042862,-30.5939,1.050356,-150.3594,1.046878,89.8741,252.5193,-30.8594,2.5313,-178.131,2.5314,61.8811
157347,SLG,40,1.0439,-30.5235,1.049694,-150.3431,1.046948,89.8345,190.1377,-30.8767,2.531,-178.1153,2.531,61.8963
157347,LL,0,0.008822,-74.5573,0.007815,131.2504,1.365134,87.2408,63512.2853,-74.5583,56261.0225,131.2519,3.0903,59.5355
157347,LL,10,1.03384,-30.6749,1.043072,-151.3282,1.054251,89.9846,746.5667,-30.7656,753.2261,-151.4162,2.5385,61.5731
157347,LL,20,1.040368,-30.4954,1.045427,-150.8141,1.050717,89.8536,376.7543,-30.6749,378.5815,-150.9909,2.5342,61.7564
157347,LL,30,1.04257,-30.4346,1.046193,-150.6415,1.049536,89.8083,252.4461,-30.7023,253.3192,-150.9065,2.5328,61.818
157347,LL,40,1.043677,-30.404,1.046573,-150.5549,1.048945,89.7854,190.0951,-30.7594,190.6189,-150.9076,2.5321,61.8489
157347,3LG,0,0.009363,-92.452,0.009364,147.5503,0.009363,27.5501,67408.7507,-92.452,67417.0007,147.5503,67410.7708,27.5501
