fault_bus,fault_type,fault_R_ohm,Va_mag_pu,Va_ang_deg,Vb_mag_pu,Vb_ang_deg,Vc_mag_pu,Vc_ang_deg,Ia_mag_A,Ia_ang_deg,Ib_mag_A,Ib_ang_deg,Ic_mag_A,Ic_ang_deg
318412,SLG,0,0.458964,-79.9904,1.40694,-130.845,1.00778,101.1792,737.4674,84.4874,1238.1953,35.6851,854.5534,-93.8711
318412,SLG,10,1.237884,-20.0739,1.236927,-139.6899,1.230805,99.8818,1054.2281,144.0722,1045.3021,24.5304,1042.5182,-96.015
318412,SLG,20,1.237788,-20.0526,1.237005,-139.6933,1.23083,99.8867,1054.1174,144.0934,1045.3837,24.5256,1042.5519,-96.0087
318412,SLG,30,1.237756,-20.0455,1.237031,-139.6945,1.230838,99.8883,1054.0805,144.1005,1045.4109,24.524,1042.5632,-96.0066
318412,SLG,40,1.23774,-20.0419,1.237044,-139.695,1.230843,99.8891,1054.062,144.104,1045.4245,24.5232,1042.5688,-96.0055
318412,LL,0,0.399948,-109.4476,0.284135,-156.7759,1.113718,107.5925,628.091,52.4384,469.2463,12.5978,914.5279,-85.0108
318412,LL,10,1.237833,-20.0837,1.23712,-139.7327,1.230647,99.8888,1054.1592,144.0596,1045.5225,24.4877,1042.3519,-96.0054
318412,LL,20,1.237762,-20.0575,1.237102,-139.7147,1.230751,99.8902,1054.083,144.0871,1045.494,24.5043,1042.4688,-96.0039
318412,LL,30,1.237739,-20.0488,1.237096,-139.7087,1.230786,99.8906,1054.0575,144.0963,1045.4845,24.5098,1042.5077,-96.0034
318412,LL,40,1.237727,-20.0444,1.237092,-139.7057,1.230803,99.8909,1054.0448,144.1008,1045.4797,24.5126,1042.5272,-96.0031
318412,3LG,0,0.171381,-94.1877,0.171174,146.0144,0.170767,25.5849,234.5228,71.1573,232.7779,-48.6449,232.8583,-169.1646
318412,3LG,10,1.237677,-20.0769,1.237069,-139.7424,1.230841,99.846,1053.9946,144.069,1045.4535,24.4752,1042.5738,-96.048
318412,3LG,20,1.237684,-20.0541,1.237076,-139.7196,1.230848,99.8688,1054.0007,144.0918,1045.4595,24.498,1042.5798,-96.0252
318412,3LG,30,1.237687,-20.0465,1.237079,-139.712,1.23085,99.8764,1054.0027,144.0994,1045.4615,24.5056,1042.5818,-96.0176
318412,3LG,40,1.237688,-20.0427,1.23708,-139.7082,1.230851,99.8802,1054.0037,144.1032,1045.4625,24.5094,1042.5827,-96.0138
243937,SLG,0,0.669384,-96.4356,1.896151,-156.9481,1.627831,127.2439,929.5156,64.0033,1730.6845,10.7132,1315.9792,-62.2294
243937,SLG,10,1.231871,-20.3672,1.242371,-139.7862,1.229877,100.1488,1049.2895,143.7163,1050.8216,24.4731,1040.6437,-95.7244
243937,SLG,20,1.234772,-20.1996,1.239737,-139.7415,1.230357,100.0205,1051.6394,143.9151,1048.1524,24.4971,1041.605,-95.8631
243937,SLG,30,1.235743,-20.1435,1.238854,-139.7266,1.230521,99.9776,1052.4265,143.9815,1047.2587,24.505,1041.9297,-95.9095
243937,SLG,40,1.236229,-20.1155,1.238412,-139.7192,1.230604,99.9561,1052.8208,144.0148,1046.8112,24.509,1042.0929,-95.9327
243937,LL,0,0.344376,-128.7356,0.34169,-141.0681,1.648526,104.1017,591.2874,31.4097,592.174,21.6838,1383.5148,-88.4563
243937,LL,10,1.230891,-20.1118,1.2365,-140.1203,1.235125,100.0592,1047.3433,143.9918,1046.0758,24.0766,1045.9705,-95.7718
243937,LL,20,1.234272,-20.0715,1.236795,-139.9095,1.232998,99.9761,1050.6566,144.0532,1045.7759,24.2977,1044.2826,-95.8862
243937,LL,30,1.235408,-20.0581,1.236892,-139.8388,1.232286,99.9481,1051.7689,144.0737,1045.6734,24.3718,1043.7181,-95.9247
243937,LL,40,1.235977,-20.0514,1.23694,-139.8033,1.231929,99.934,1052.3268,144.0839,1045.6219,24.409,1043.4354,-95.944
243937,3LG,0,0.042396,-77.6871,0.042346,162.5012,0.042249,42.0908,58.0019,87.6525,57.5765,-32.1618,57.5979,-152.6594
