fault_bus,fault_type,fault_R_ohm,Va_mag_pu,Va_ang_deg,Vb_mag_pu,Vb_ang_deg,Vc_mag_pu,Vc_ang_deg,Ia_mag_A,Ia_ang_deg,Ib_mag_A,Ib_ang_deg,Ic_mag_A,Ic_ang_deg
318412,SLG,0,0.243516,-91.5098,1.162228,-140.9684,1.008554,95.0742,0.3061,-118.934,1.3887,-168.4692,1.3629,67.7508
318412,SLG,10,1.100096,-25.5458,1.100458,-145.2847,1.09761,94.5052,1.259,-53.1146,1.3148,-172.7856,1.3462,67.044
318412,SLG,20,1.100062,-25.5237,1.10049,-145.2862,1.097619,94.5074,1.259,-53.0926,1.3149,-172.7871,1.3462,67.0462
318412,SLG,30,1.100051,-25.5163,1.1005,-145.2866,1.097621,94.5081,1.259,-53.0852,1.3149,-172.7875,1.3462,67.0469
318412,SLG,40,1.100045,-25.5126,1.100505,-145.2869,1.097623,94.5084,1.2589,-53.0815,1.3149,-172.7878,1.3462,67.0472
318412,LL,0,0.225703,-111.6036,0.153779,171.3856,1.049573,97.6895,0.2837,-139.0276,0.2018,144.0226,1.3116,70.2561
318412,LL,10,1.100078,-25.5501,1.100525,-145.329,1.097547,94.5082,1.259,-53.119,1.3149,-172.8298,1.3461,67.047
318412,LL,20,1.100053,-25.5259,1.100523,-145.3083,1.097587,94.5088,1.259,-53.0947,1.3149,-172.8092,1.3461,67.0477
318412,LL,30,1.100045,-25.5178,1.100523,-145.3014,1.0976,94.5091,1.2589,-53.0866,1.3149,-172.8023,1.3462,67.0479
318412,LL,40,1.100041,-25.5137,1.100522,-145.2979,1.097607,94.5092,1.2589,-53.0826,1.3149,-172.7988,1.3462,67.048
318412,3LG,0,0.140873,-103.4646,0.140879,136.7077,0.140691,16.4771,0.1771,-130.8893,0.1849,109.3445,0.1896,-10.8502
318412,3LG,10,1.100016,-25.5472,1.100509,-145.3332,1.097614,94.4639,1.2589,-53.1161,1.3149,-172.8341,1.3462,67.0027
318412,3LG,20,1.100022,-25.5244,1.100515,-145.3104,1.097621,94.4867,1.2589,-53.0933,1.3149,-172.8113,1.3462,67.0255
318412,3LG,30,1.100024,-25.5168,1.100517,-145.3028,1.097623,94.4943,1.2589,-53.0857,1.3149,-172.8037,1.3462,67.0331
318412,3LG,40,1.100025,-25.513,1.100518,-145.299,1.097624,94.4981,1.2589,-53.0819,1.3149,-172.7999,1.3462,67.0369
243937,SLG,0,0.254356,-94.7944,1.493481,-171.1915,1.638302,113.3058,0.3197,-122.2178,1.7844,161.3075,2.0093,85.8444
243937,SLG,10,1.093978,-25.7319,1.103891,-145.4676,1.098949,94.7517,1.252,-53.3008,1.319,-172.9685,1.3478,67.2905
243937,SLG,20,1.096994,-25.617,1.102213,-145.3779,1.098284,94.6311,1.2555,-53.1859,1.3169,-172.8788,1.347,67.1699
243937,SLG,30,1.098004,-25.5786,1.10165,-145.3479,1.098064,94.5907,1.2566,-53.1475,1.3163,-172.8488,1.3467,67.1295
243937,SLG,40,1.098509,-25.5594,1.101368,-145.3328,1.097955,94.5704,1.2572,-53.1282,1.3159,-172.8337,1.3466,67.1092
243937,LL,0,0.136054,-121.6831,0.123547,-148.014,1.511508,93.4669,0.171,-149.1062,0.1622,-175.3757,1.8538,66.0057
243937,LL,10,1.095301,-25.4904,1.097833,-145.697,1.102286,94.5712,1.2535,-53.0592,1.3117,-173.1979,1.3519,67.11
243937,LL,20,1.09765,-25.4957,1.099174,-145.4931,1.099969,94.5407,1.2562,-53.0646,1.3133,-172.994,1.3491,67.0796
243937,LL,30,1.09844,-25.4976,1.099622,-145.4248,1.099191,94.5304,1.2571,-53.0665,1.3139,-172.9257,1.3481,67.0692
243937,LL,40,1.098835,-25.4986,1.099847,-145.3905,1.098801,94.5252,1.2576,-53.0675,1.3141,-172.8914,1.3476,67.064
243937,3LG,0,0.034851,-86.957,0.034849,153.1975,0.03481,32.9814,0.0438,-114.3817,0.0457,125.8343,0.0469,5.6541
243937,3LG,10,1.09864,-25.6698,1.099131,-145.4562,1.096247,94.341,1.2573,-53.2387,1.3133,-172.9571,1.3445,66.8799
243937,3LG,20,1.099335,-25.5858,1.099827,-145.3719,1.096938,94.4252,1.2581,-53.1546,1.3141,-172.8728,1.3453,66.964
243937,3LG,30,1.099566,-25.5577,1.100059,-145.3438,1.097167,94.4533,1.2584,-53.1266,1.3144,-172.8447,1.3456,66.9921
243937,3LG,40,1.099682,-25.5437,1.100174,-145.3298,1.097282,94.4673,1.2585,-53.1126,1.3145,-172.8307,1.3458,67.0062
157347,SLG,0,0.456886,-28.6448,1.241783,-160.1269,1.35449,104.5163,0.5744,-56.0692,1.4837,172.3722,1.6612,77.055
157347,SLG,10,1.093306,-26.0623,1.106119,-145.3844,1.096454,94.8113,1.2512,-53.6312,1.3216,-172.8852,1.3447,67.3501
157347,SLG,20,1.096675,-25.7841,1.103343,-145.3353,1.097011,94.6609,1.2551,-53.3529,1.3183,-172.8362,1.3454,67.1998
157347,SLG,30,1.097795,-25.6904,1.102408,-145.3192,1.09721,94.6106,1.2564,-53.2593,1.3172,-172.8201,1.3457,67.1494
157347,SLG,40,1.098354,-25.6434,1.101938,-145.3113,1.097312,94.5854,1.257,-53.2122,1.3166,-172.8122,1.3458,67.1242
157347,LL,0,0.505263,-29.3555,0.436392,-154.5294,1.333465,92.3447,0.6358,-56.7789,0.5728,178.1077,1.6354,64.8835
157347,LL,10,1.092169,-25.7601,1.099324,-145.9441,1.102034,94.7113,1.2499,-53.3289,1.3135,-173.4449,1.3516,67.2501
157347,LL,20,1.096064,-25.6328,1.099968,-145.6176,1.099829,94.6127,1.2544,-53.2016,1.3143,-173.1185,1.3489,67.1515
157347,LL,30,1.097378,-25.5895,1.100163,-145.508,1.099095,94.5788,1.2559,-53.1583,1.3145,-173.0089,1.348,67.1176
157347,LL,40,1.098038,-25.5677,1.100256,-145.4531,1.098727,94.5617,1.2566,-53.1365,1.3146,-172.954,1.3475,67.1005
157347,3LG,0,0.482921,-34.188,0.482902,-154.0293,0.482276,85.7423,0.6071,-61.6127,0.6338,178.6075,0.6498,58.4149
157347,3LG,10,1.097687,-25.8588,1.098188,-145.6455,1.095303,94.1524,1.2562,-53.4277,1.3121,-173.1463,1.3433,66.6912
157347,3LG,20,1.098866,-25.6808,1.099363,-145.4671,1.096474,94.3304,1.2576,-53.2496,1.3135,-172.968,1.3448,66.8692
157347,3LG,30,1.099255,-25.6212,1.099751,-145.4074,1.09686,94.3899,1.258,-53.19,1.314,-172.9083,1.3452,66.9288
157347,3LG,40,1.099449,-25.5913,1.099944,-145.3775,1.097052,94.4198,1.2583,-53.1602,1.3142,-172.8784,1.3455,66.9586
298162,SLG,0,0.127833,-89.839,1.376329,-160.1669,1.347962,110.1977,0.1607,-117.2616,1.6445,172.3323,1.6532,82.7363
298162,SLG,10,1.089596,-27.0891,1.112854,-145.1995,1.090014,95.0251,1.247,-54.6579,1.3297,-172.7004,1.3369,67.5639
298162,SLG,20,1.094879,-26.3002,1.106715,-145.2387,1.093719,94.7653,1.253,-53.8691,1.3223,-172.7396,1.3414,67.3041
298162,SLG,30,1.096611,-26.0351,1.104656,-145.2539,1.094999,94.6796,1.255,-53.604,1.3199,-172.7548,1.343,67.2184
298162,SLG,40,1.097471,-25.9022,1.103625,-145.2619,1.095647,94.6369,1.256,-53.471,1.3186,-172.7628,1.3438,67.1757
298162,LL,0,0.081873,-136.9292,0.079195,-144.1993,1.395052,95.0043,0.1029,-164.3514,0.1039,-171.5601,1.711,67.543
298162,LL,10,1.081982,-26.5742,1.102129,-146.7826,1.102429,95.1049,1.2383,-54.1431,1.3168,-174.2834,1.3521,67.6437
298162,LL,20,1.09096,-26.0454,1.101493,-146.0369,1.099932,94.8131,1.2485,-53.6142,1.3161,-173.5378,1.349,67.3519
298162,LL,30,1.093973,-25.8658,1.101207,-145.7875,1.099141,94.7132,1.252,-53.4346,1.3157,-173.2884,1.348,67.252
298162,LL,40,1.095483,-25.7754,1.101049,-145.6627,1.098754,94.6628,1.2537,-53.3442,1.3156,-173.1635,1.3476,67.2016
