fault_bus,fault_type,fault_R_ohm,Va_mag_pu,Va_ang_deg,Vb_mag_pu,Vb_ang_deg,Vc_mag_pu,Vc_ang_deg,Ia_mag_A,Ia_ang_deg,Ib_mag_A,Ib_ang_deg,Ic_mag_A,Ic_ang_deg
318412,SLG,0,0.129867,-112.9989,1.045316,-150.3765,1.044581,89.3644,92.0946,-79.5997,234.5583,-138.8327,234.3125,71.2859
318412,SLG,10,1.044361,-30.5655,1.04575,-150.4575,1.044333,89.5366,280.3883,-48.7386,246.7491,-167.256,276.0707,71.5315
318412,SLG,20,1.044367,-30.5427,1.045752,-150.4575,1.044332,89.5366,280.3736,-48.7264,246.754,-167.2491,276.0793,71.5362
318412,SLG,30,1.044369,-30.5351,1.045753,-150.4575,1.044331,89.5366,280.3688,-48.7223,246.7557,-167.2468,276.0822,71.5377
318412,SLG,40,1.04437,-30.5313,1.045753,-150.4575,1.044331,89.5366,280.3663,-48.7202,246.7565,-167.2456,276.0836,71.5385
318412,LL,0,0.128984,-112.5475,0.130646,127.1807,1.043237,89.4513,109.5151,-115.9912,54.7766,-140.7759,216.3768,86.2554
318412,LL,10,1.044363,-30.5655,1.045738,-150.503,1.044329,89.5365,280.3718,-48.7477,246.7807,-167.2779,276.0617,71.5192
318412,LL,20,1.044368,-30.5427,1.045746,-150.4802,1.04433,89.5365,280.3653,-48.7309,246.7698,-167.26,276.0748,71.53
318412,LL,30,1.04437,-30.5351,1.045749,-150.4726,1.04433,89.5366,280.3632,-48.7253,246.7662,-167.2541,276.0792,71.5336
318412,LL,40,1.04437,-30.5313,1.04575,-150.4688,1.04433,89.5366,280.3622,-48.7225,246.7644,-167.2511,276.0814,71.5354
318412,3LG,0,0.130073,-112.493,0.13025,127.5689,0.13007,7.5668,34.0135,-119.2862,30.0495,123.7962,33.3672,0.9896
318412,3LG,10,1.044359,-30.5655,1.04574,-150.5031,1.044317,89.491,280.3633,-48.76,246.7628,-167.2881,276.0922,71.4949
318412,3LG,20,1.044366,-30.5427,1.045747,-150.4803,1.044323,89.5138,280.3611,-48.7371,246.7608,-167.2652,276.0901,71.5179
318412,3LG,30,1.044368,-30.5351,1.045749,-150.4727,1.044326,89.5214,280.3604,-48.7294,246.7602,-167.2575,276.0893,71.5255
318412,3LG,40,1.044369,-30.5313,1.045751,-150.4689,1.044327,89.5252,280.3601,-48.7256,246.7599,-167.2537,276.089,71.5293
243937,SLG,0,0.012013,-51.8318,1.331308,174.7521,1.731078,103.5467,181.4201,-72.2561,289.0223,-162.0425,288.4556,94.0047
243937,SLG,10,1.037899,-30.6692,1.048012,-150.7096,1.047224,89.7699,281.3307,-48.8945,246.7738,-167.3232,275.6266,71.6222
243937,SLG,20,1.041127,-30.5948,1.046887,-150.584,1.045777,89.6539,280.8449,-48.8046,246.7661,-167.2828,275.857,71.5817
243937,SLG,30,1.042207,-30.5699,1.04651,-150.5419,1.045295,89.6149,280.6829,-48.7745,246.7637,-167.2693,275.9339,71.5681
243937,SLG,40,1.042748,-30.5574,1.046321,-150.5208,1.045053,89.5954,280.6019,-48.7594,246.7625,-167.2625,275.9724,71.5613
243937,LL,0,0.030064,-67.635,0.026042,117.1801,1.485625,84.7982,126.3866,-121.7687,116.1742,-127.3407,341.605,81.0883
243937,LL,10,1.040793,-30.436,1.041555,-150.8586,1.049438,89.5182,280.8636,-48.8108,247.5216,-167.5033,275.5635,71.5248
243937,LL,20,1.042572,-30.4775,1.043647,-150.6586,1.046898,89.5275,280.6118,-48.7626,247.1413,-167.373,275.8232,71.533
243937,LL,30,1.04317,-30.4916,1.044347,-150.5917,1.046045,89.5305,280.5276,-48.7465,247.0141,-167.3295,275.9109,71.5356
243937,LL,40,1.043469,-30.4986,1.044698,-150.5582,1.045618,89.5321,280.4855,-48.7384,246.9504,-167.3077,275.955,71.5369
243937,3LG,0,0.03237,-95.4213,0.032398,144.6412,0.03236,24.6227,8.4632,-102.2151,7.4752,140.8594,8.3021,18.0539
243937,3LG,10,1.043027,-30.6878,1.044404,-150.6252,1.042982,89.3685,280.7847,-48.9108,247.1361,-167.4428,276.5105,71.3437
243937,3LG,20,1.043701,-30.6039,1.04508,-150.5414,1.043657,89.4525,280.5715,-48.8125,246.9472,-167.3425,276.2988,71.4422
243937,3LG,30,1.043925,-30.5759,1.045305,-150.5134,1.043881,89.4805,280.5006,-48.7797,246.8844,-167.3091,276.2285,71.4751
243937,3LG,40,1.044037,-30.5619,1.045417,-150.4994,1.043994,89.4945,280.4651,-48.7633,246.853,-167.2924,276.1933,71.4915
157347,SLG,0,0.417086,-23.8206,1.097397,-168.4262,1.349617,96.5864,216.6469,-52.5993,269.1372,-158.8142,284.7792,87.2288
157347,SLG,10,1.036048,-30.9948,1.050641,-150.6807,1.045471,89.881,281.8242,-49.0699,246.5373,-167.3349,275.7605,71.595
157347,SLG,20,1.040209,-30.7595,1.048225,-150.569,1.044876,89.7101,281.0905,-48.8929,246.6439,-167.2884,275.9254,71.5678
157347,SLG,30,1.041596,-30.6801,1.047408,-150.5318,1.044689,89.6526,280.8464,-48.8335,246.6813,-167.273,275.9799,71.5587
157347,SLG,40,1.04229,-30.6402,1.046997,-150.5132,1.044597,89.6237,280.7244,-48.8037,246.7004,-167.2653,276.007,71.5542
157347,LL,0,0.51035,-33.0056,0.34862,-161.1442,1.261889,84.7698,163.0005,-69.865,156.7365,-149.6531,318.799,80.6521
157347,LL,10,1.037229,-30.6481,1.042294,-151.1545,1.05031,89.6545,281.4974,-49.0102,247.7327,-167.6706,275.3821,71.4902
157347,LL,20,1.04076,-30.5853,1.044057,-150.8082,1.047337,89.5978,280.9299,-48.8636,247.2433,-167.4568,275.7292,71.5162
